date,sales
2013-04-17,7729850448348.265
2013-04-18,6936555574146.653
2013-04-19,7663100208021.801
2013-04-20,11748278062545.89
2013-04-21,12365796124752.924
2013-04-22,8469009859342.912
2013-04-23,7671177977105.664
2013-04-24,7484255874411.766
2013-04-25,6602670293604.127
2013-04-26,7210320301320.515
2013-04-27,11255680830995.932
2013-04-28,11865734176265.873
2013-04-29,7913741219968.312
2013-04-30,7179116123289.28
2013-05-01,7040269842566.72
2013-05-02,5954912364809.913
2013-05-03,6583464872347.816
2013-05-04,10624242463525.666
2013-05-05,11267424309963.256
2013-05-06,7350070831485.076
2013-05-07,6573435090698.739
2013-05-08,6402015569324.894
2013-05-09,5600843166231.776
2013-05-10,6352450761869.795
2013-05-11,10725815206767.615
2013-05-12,11335497600539.045
2013-05-13,7179545946221.8545
2013-05-14,6496859803767.618
2013-05-15,6329191828727.551
2013-05-16,5563147344024.149
2013-05-17,6282208085790.5
2013-05-18,10407417723931.498
2013-05-19,11140325321715.86
2013-05-20,7265439933191.815
2013-05-21,6541598999716.943
2013-05-22,6422886890463.677
2013-05-23,5702457285427.515
2013-05-24,6528023638221.459
2013-05-25,10444220874893.004
2013-05-26,11066076602881.596
2013-05-27,7203208812081.355
2013-05-28,6483032922633.863
2013-05-29,6286988212602.879
2013-05-30,5474214919216.857
2013-05-31,6156404097563.017
2013-06-01,10250257184423.33
2013-06-02,10908883365175.191
2013-06-03,7014284167136.314
2013-06-04,6267448716499.974
2013-06-05,6087831980954.985
2013-06-06,5299831296237.938
2013-06-07,6058240766392.598
2013-06-08,10088023723995.61
2013-06-09,10782429386805.13
2013-06-10,6906647907673.839
2013-06-11,6179693662214.61
2013-06-12,6056363893138.684
2013-06-13,5325585233648.612
2013-06-14,6129570782943.526
2013-06-15,10443310931355.104
2013-06-16,11187815533300.133
2013-06-17,7072992776334.023
2013-06-18,6393993841514.863
2013-06-19,6297499249798.13
2013-06-20,5568411019586.828
2013-06-21,6322565869332.571
2013-06-22,10496345835643.617
2013-06-23,11199617358887.621
2013-06-24,7388266126608.038
2013-06-25,6699971232589.991
2013-06-26,6603521681400.639
2013-06-27,5846115034344.157
2013-06-28,6591904875127.071
2013-06-29,10749506676283.402
2013-06-30,11417664914306.516
2013-07-01,7552252000558.146
2013-07-02,6850225437851.78
2013-07-03,6717085785848.986
2013-07-04,5920768872176.111
2013-07-05,6607107420638.766
2013-07-06,10740722504909.393
2013-07-07,11434496112542.34
2013-07-08,7505429146107.319
2013-07-09,6781930125567.41
2013-07-10,6598318237324.756
2013-07-11,5789865377505.072
2013-07-12,6532851730582.163
2013-07-13,10621076220583.023
2013-07-14,11288477277778.275
2013-07-15,7401801095303.818
2013-07-16,6658163702290.866
2013-07-17,6518533782984.557
2013-07-18,5726641626156.08
2013-07-19,6487921795078.707
2013-07-20,10575239290118.572
2013-07-21,11298009813390.33
2013-07-22,7395059031359.1
2013-07-23,6692751994473.455
2013-07-24,6598618994804.484
2013-07-25,5822776833285.844
2013-07-26,6567908850517.248
2013-07-27,10709389680202.287
2013-07-28,11365400636528.896
2013-07-29,7487265718100.089
2013-07-30,6795774350368.449
2013-07-31,6679327576626.825
2013-08-01,5911218473984.979
2013-08-02,6651342090691.325
2013-08-03,10782420498992.066
2013-08-04,11450712111828.54
2013-08-05,7587451712718.563
2013-08-06,6867189764626.162
2013-08-07,6736317587882.712
2013-08-08,5971911703919.59
2013-08-09,6677910804913.374
2013-08-10,10810494738770.617
2013-08-11,11519497586512.455
2013-08-12,7629424706966.973
2013-08-13,6925623498691.533
2013-08-14,6799856645513.395
2013-08-15,6045612547577.589
2013-08-16,6788622381662.113
2013-08-17,10930513118215.387
2013-08-18,11626143512835.988
2013-08-19,7774277585301.239
2013-08-20,7105873542398.756
2013-08-21,6987171718749.306
2013-08-22,6222834976011.148
2013-08-23,7021388006602.834
2013-08-24,11171663259478.889
2013-08-25,11882904191513.777
2013-08-26,8001343612697.305
2013-08-27,7323967284772.168
2013-08-28,7216121464574.521
2013-08-29,6470690348732.376
2013-08-30,7229470727376.372
2013-08-31,11334111170815.691
2013-09-01,11995870747343.703
2013-09-02,8145814805868.452
2013-09-03,7457004590292.788
2013-09-04,7278458765315.705
2013-09-05,6491560986911.361
2013-09-06,7184843272032.483
2013-09-07,11295093540568.213
2013-09-08,11952456905885.217
2013-09-09,8013808721525.509
2013-09-10,7243323584803.42
2013-09-11,7054014198221.234
2013-09-12,6237835616529.731
2013-09-13,6892059480213.901
2013-09-14,10990558784779.45
2013-09-15,11593429179334.463
2013-09-16,7677877975604.41
2013-09-17,6905067568396.444
2013-09-18,6745044236979.216
2013-09-19,5922153170635.257
2013-09-20,6632062884321.352
2013-09-21,10707153286032.441
2013-09-22,11390921267633.354
2013-09-23,7501260759146.074
2013-09-24,6783223123680.792
2013-09-25,6669396491057.685
2013-09-26,5894783949412.589
2013-09-27,6638100627517.992
2013-09-28,10804285771132.412
2013-09-29,11513804948928.895
2013-09-30,7659013829864.405
2013-10-01,7011761810690.304
2013-10-02,6909880378991.993
2013-10-03,6155858152789.111
2013-10-04,6928582695469.47
2013-10-05,11053478132829.523
2013-10-06,11779720889235.963
2013-10-07,7942191641899.05
2013-10-08,7252289774336.647
2013-10-09,7132729787779.543
2013-10-10,6371930371571.455
2013-10-11,7123441010728.74
2013-10-12,11151721184027.0
2013-10-13,11833860659109.406
2013-10-14,7971613697535.184
2013-10-15,7229569468395.175
2013-10-16,7041997702416.444
2013-10-17,6215769608096.551
2013-10-18,6880153090925.4
2013-10-19,10962592523130.64
2013-10-20,11610922493404.018
2013-10-21,7655085379503.261
2013-10-22,6888234684379.722
2013-10-23,6679228766657.6045
2013-10-24,5857917428182.706
2013-10-25,6511102266033.224
2013-10-26,10570345279026.535
2013-10-27,11228213782519.338
2013-10-28,7338017800604.4795
2013-10-29,6588861081620.384
2013-10-30,6440949444487.352
2013-10-31,5640359013102.565
2013-11-01,6376851917069.155
2013-11-02,10529185648792.783
2013-11-03,11189762622763.742
2013-11-04,7323380118891.0205
2013-11-05,6619992322159.09
2013-11-06,6502611018213.083
2013-11-07,5740378171500.524
2013-11-08,6474640950087.308
2013-11-09,10618576721418.58
2013-11-10,11366720185942.717
2013-11-11,7516251832124.034
2013-11-12,6816594070060.935
2013-11-13,6701363276240.719
2013-11-14,5928994738523.956
2013-11-15,6654727845469.286
2013-11-16,10767311367798.895
2013-11-17,11482995482362.822
2013-11-18,7574040094968.389
2013-11-19,6839495094292.337
2013-11-20,6674108841646.475
2013-11-21,5861809490262.057
2013-11-22,6566829976112.898
2013-11-23,10680465107333.068
2013-11-24,11324558416801.934
2013-11-25,7399999791263.178
2013-11-26,6671761297547.89
2013-11-27,6508572891508.562
2013-11-28,5697947873069.932
2013-11-29,6388605670922.954
2013-11-30,10504244051782.852
2013-12-01,11230480738307.012
2013-12-02,7369576651858.757
2013-12-03,6695922630219.627
2013-12-04,6619963734458.191
2013-12-05,5948144791874.76
2013-12-06,6713784200102.394
2013-12-07,10885665641783.516
2013-12-08,11626357994607.707
2013-12-09,7880242218474.5205
2013-12-10,7270802967116.373
2013-12-11,7289893146122.541
2013-12-12,6624283910940.324
2013-12-13,7496726954144.068
2013-12-14,11739575506634.492
2013-12-15,12566961240608.639
2013-12-16,8868543040469.34
2013-12-17,8273975535492.852
2013-12-18,8285730148931.118
2013-12-19,7637352951624.077
2013-12-20,8480723791903.357
2013-12-21,12635545191057.854
2013-12-22,13429932700980.678
2013-12-23,9706256578102.32
2013-12-24,9083947433049.994
2013-12-26,8139730017577.747
2013-12-27,8832012108647.951
2013-12-28,12867082749167.576
2013-12-29,13593300927759.447
2013-12-30,9851300631741.08
2013-12-31,9018174894376.023
2014-01-01,987100837637.1708
2014-01-02,72923839934122.62
2014-01-03,60114196912211.09
2014-01-04,78209700848494.94
2014-01-05,82829285986197.45
2014-01-06,52870869226315.766
2014-01-07,54094484131222.86
2014-01-08,74481551105617.45
2014-01-09,45961889225475.79
2014-01-10,47903375651893.26
2014-01-11,68412509212734.664
2014-01-12,74225922990150.72
2014-01-13,51353999382926.39
2014-01-14,48648317754410.45
2014-01-15,65634912640218.91
2014-01-16,44499136331883.59
2014-01-17,47961162132201.63
2014-01-18,68239339117598.04
2014-01-19,74372348054298.25
2014-01-20,50800213280274.875
2014-01-21,50855642936020.516
2014-01-22,64767519024641.51
2014-01-23,41832747757928.766
2014-01-24,46246182386782.18
2014-01-25,63935569327734.99
2014-01-26,71137732976289.03
2014-01-27,48104950962371.49
2014-01-28,46992672364300.02
2014-01-29,60372842025927.79
2014-01-30,39346182735486.05
2014-01-31,47535356387388.93
2014-02-01,10902868755398.889
2014-02-02,11584664221765.506
2014-02-03,7694808449688.575
2014-02-04,6995907384975.641
2014-02-05,6818666637989.156
2014-02-06,6040408695897.374
2014-02-07,6711614424832.256
2014-02-08,10815465311566.676
2014-02-09,11471492982071.182
2014-02-10,7595195237692.56
2014-02-11,6881139278064.757
2014-02-12,6712993790796.488
2014-02-13,5937696689651.628
2014-02-14,6645803901949.1455
2014-02-15,10801542091546.01
2014-02-16,11449216365943.215
2014-02-17,7570737959383.553
2014-02-18,6885081322788.755
2014-02-19,6773035605792.101
2014-02-20,6021560223091.654
2014-02-21,6776358944875.573
2014-02-22,10975912088184.283
2014-02-23,11662619859765.234
2014-02-24,7827980460974.75
2014-02-25,7180411508842.989
2014-02-26,7081987253499.438
2014-02-27,6351610388530.31
2014-02-28,7149669486519.81
2014-03-01,68697890380004.22
2014-03-02,52140775174811.555
2014-03-03,49870236001964.96
2014-03-04,66167674805602.12
2014-03-05,76895084286519.97
2014-03-06,51967430882667.41
2014-03-07,50161060817822.945
2014-03-08,61453383898277.914
2014-03-09,77868074172785.12
2014-03-10,51889002066895.516
2014-03-11,50169212271625.46
2014-03-12,65796636105550.12
2014-03-13,41506783988659.35
2014-03-14,45561173736211.58
2014-03-15,59798830418030.61
2014-03-16,79112282584040.44
2014-03-17,53353289392997.39
2014-03-18,49744263306540.28
2014-03-19,65789290592819.195
2014-03-20,43362686169385.49
2014-03-21,47271943556981.79
2014-03-22,64415872067435.06
2014-03-23,72371206648301.31
2014-03-24,51418132725779.79
2014-03-25,50379796469357.72
2014-03-26,65748693520736.19
2014-03-27,40571258187489.92
2014-03-28,46183149092190.46
2014-03-29,68002460241366.17
2014-03-30,73866668756478.34
2014-03-31,54202083951268.01
2014-04-01,6891688078028.62
2014-04-02,6819916129103.307
2014-04-03,6173054026822.161
2014-04-04,6980144038742.978
2014-04-05,11266905411154.082
2014-04-06,12052841879218.867
2014-04-07,8282313059210.577
2014-04-08,7716815843269.364
2014-04-09,7663739620823.878
2014-04-10,7000871737058.452
2014-04-11,7842043126111.939
2014-04-12,12051093917908.018
2014-04-13,12786299584538.51
2014-04-14,8996138266916.318
2014-04-15,8324863810404.118
2014-04-16,8235651685358.535
2014-04-17,7522636727344.204
2014-04-18,8225839957451.922
2014-04-19,12410022270818.963
2014-04-20,12971178507930.938
2014-04-21,9055170681108.258
2014-04-22,8283680640021.68
2014-04-23,8095404338350.655
2014-04-24,7222221972948.634
2014-04-25,7863504264189.636
2014-04-26,11905200181011.84
2014-04-27,12494936139826.672
2014-04-28,8523922234066.848
2014-04-29,7711980875529.916
2014-04-30,7573588939900.326
2014-05-01,6780170312970.947
2014-05-02,7260938517471.066
2014-05-03,11261351986240.896
2014-05-04,11848836363726.23
2014-05-05,7928269020585.214
2014-05-06,7152099568043.606
2014-05-07,6980560360437.542
2014-05-08,6154202385323.52
2014-05-09,6868251982866.808
2014-05-10,11238330799690.695
2014-05-11,11932498624786.877
2014-05-12,7699213953257.591
2014-05-13,6976806512452.059
2014-05-14,6853969365293.371
2014-05-15,6061248838210.563
2014-05-16,6789579524151.972
2014-05-17,10921395759151.99
2014-05-18,11637958863967.045
2014-05-19,7754875035770.139
2014-05-20,7062042819275.922
2014-05-21,6912796533249.348
2014-05-22,6133592140236.711
2014-05-23,6877878898223.999
2014-05-24,11027535883210.893
2014-05-25,11633491965007.898
2014-05-26,7742515965114.155
2014-05-27,7026797580990.236
2014-05-28,6844154841804.331
2014-05-29,6035183660335.513
2014-05-30,6736682789075.399
2014-05-31,10783511079005.43
2014-06-01,11473341864476.445
2014-06-02,7566005505251.146
2014-06-03,6809792463519.936
2014-06-04,6630173632963.562
2014-06-05,5823162476239.069
2014-06-06,6539998658093.259
2014-06-07,10589362876274.633
2014-06-08,11292590068566.48
2014-06-09,7419656606978.575
2014-06-10,6698050125819.706
2014-06-11,6570844894533.076
2014-06-12,5840040096733.864
2014-06-13,6614998874553.391
2014-06-14,11039881993100.975
2014-06-15,11616661019732.299
2014-06-16,7529259121954.682
2014-06-17,6857148350884.492
2014-06-18,6766851001083.263
2014-06-19,6025425591244.768
2014-06-20,6846999090363.619
2014-06-21,10940201171012.254
2014-06-22,11690355997000.988
2014-06-23,7837467604674.415
2014-06-24,7172471843802.78
2014-06-25,7094233821436.124
2014-06-26,6308473030109.266
2014-06-27,7073301512895.372
2014-06-28,11200268626645.857
2014-06-29,11918792560314.223
2014-06-30,8072520436929.374
2014-07-01,59644774396586.14
2014-07-02,76451063260460.7
2014-07-03,47166236231115.38
2014-07-04,47889821898666.36
2014-07-05,65385022092553.87
2014-07-06,75959956986712.58
2014-07-07,54393210578794.97
2014-07-08,50309034379018.46
2014-07-09,64746379282936.945
2014-07-10,41308358160857.55
2014-07-11,45386064359746.914
2014-07-12,64138961927157.28
2014-07-13,62533177822369.92
2014-07-14,51485967327996.21
2014-07-15,51778431454941.89
2014-07-16,67889162700148.14
2014-07-17,42655313221137.914
2014-07-18,45774446041941.83
2014-07-19,61332001146536.94
2014-07-20,65639361037048.164
2014-07-21,52293579537507.0
2014-07-22,48802899769361.164
2014-07-23,63442545777238.51
2014-07-24,41278559715748.2
2014-07-25,47791431304280.72
2014-07-26,58280411678305.62
2014-07-27,64127226258320.11
2014-07-28,52575578106049.37
2014-07-29,49454100732823.805
2014-07-30,65410641908253.55
2014-07-31,43631376213101.15
2014-08-01,7169210448366.923
2014-08-02,11303233936037.832
2014-08-03,11955088709376.03
2014-08-04,8085744071087.671
2014-08-05,7383423102215.793
2014-08-06,7238409425246.805
2014-08-07,6470409051745.857
2014-08-08,7204429231446.99
2014-08-09,11327744305880.062
2014-08-10,12017731577051.422
2014-08-11,8146208560384.733
2014-08-12,7427854350144.691
2014-08-13,7297201101459.351
2014-08-14,6537724824807.277
2014-08-15,7275724851219.138
2014-08-16,11400096767447.312
2014-08-17,12120018264198.102
2014-08-18,8262309776332.739
2014-08-19,7570475263822.099
2014-08-20,7453603549962.347
2014-08-21,6704557837757.096
2014-08-22,7485613556695.639
2014-08-23,11621986373859.129
2014-08-24,12338159871837.617
2014-08-25,8486857665709.198
2014-08-26,7800816724453.996
2014-08-27,7701864567354.616
2014-08-28,6944287749961.894
2014-08-29,7690485937198.047
2014-08-30,11866503278725.693
2014-08-31,12555830749635.625
2014-09-01,67475447997704.7
2014-09-02,63446650306261.336
2014-09-03,79753940585010.81
2014-09-04,46626789881293.71
2014-09-05,49913774527406.0
2014-09-06,73487659983937.73
2014-09-07,83341894780483.9
2014-09-08,56112955090147.586
2014-09-09,53237690866909.266
2014-09-10,72007533009961.03
2014-09-11,42439699598137.04
2014-09-12,48362522223621.04
2014-09-13,68714847002059.04
2014-09-14,77780617650530.64
2014-09-15,55558716960289.53
2014-09-16,57383106065859.51
2014-09-17,72667385285387.05
2014-09-18,42634791381582.83
2014-09-19,46642977186431.89
2014-09-20,69464880073481.48
2014-09-21,78020923964611.38
2014-09-22,52827079098285.19
2014-09-23,52387370581122.195
2014-09-24,69319262333340.125
2014-09-25,40438996063913.87
2014-09-26,43806645043995.8
2014-09-27,67295638149155.47
2014-09-28,76465967442933.66
2014-09-29,52455778487149.95
2014-09-30,53674686117692.914
2014-10-01,82310237450771.02
2014-10-02,50199451607644.01
2014-10-03,53247935145735.53
2014-10-04,73750307371420.17
2014-10-05,80456742687205.77
2014-10-06,54763875728158.7
2014-10-07,52079781015107.14
2014-10-08,68047823129734.04
2014-10-09,42022157986995.21
2014-10-10,57566022394064.45
2014-10-11,62255294569835.45
2014-10-12,69907378124917.47
2014-10-13,55323400276102.05
2014-10-14,53424942081344.64
2014-10-15,72386073445834.27
2014-10-16,45932500765762.836
2014-10-17,46509911736322.24
2014-10-18,67371799381504.01
2014-10-19,77193338103082.36
2014-10-20,54598486718690.73
2014-10-21,50770082134576.99
2014-10-22,69224080123903.984
2014-10-23,41747725682307.37
2014-10-24,44613109885404.62
2014-10-25,63370866409315.78
2014-10-26,75129946668141.97
2014-10-27,50734542836520.03
2014-10-28,47793606672803.73
2014-10-29,64393192619949.32
2014-10-30,38988517710458.13
2014-10-31,45364024156385.164
2014-11-01,66575182706339.74
2014-11-02,57346653271405.79
2014-11-03,76769905435113.02
2014-11-04,63931347892945.26
2014-11-05,78012199573616.94
2014-11-06,47188898552748.11
2014-11-07,48131019765055.484
2014-11-08,66674130983278.18
2014-11-09,77148007023709.34
2014-11-10,51562371531021.09
2014-11-11,51835148956645.82
2014-11-12,66783839593410.82
2014-11-13,41423648050260.56
2014-11-14,46792785318321.97
2014-11-15,65224755654129.61
2014-11-16,79427305093536.56
2014-11-17,53811870941176.82
2014-11-18,51996299715317.336
2014-11-19,65780522354867.5
2014-11-20,43781864070367.914
2014-11-21,47141045358209.16
2014-11-22,64326688378363.31
2014-11-23,75863464310719.12
2014-11-24,52684084389285.05
2014-11-25,50435229561927.24
2014-11-26,66461726286378.72
2014-11-27,39976118202855.34
2014-11-28,45403887147897.555
2014-11-29,65121916956923.91
2014-11-30,79941366153389.11
2014-12-01,62061599904866.0
2014-12-02,59126185183529.914
2014-12-03,72246894117905.12
2014-12-04,44689862263069.32
2014-12-05,47284584311044.24
2014-12-06,62629155182748.24
2014-12-07,79140023691549.95
2014-12-08,57661373575781.16
2014-12-09,52647792053031.375
2014-12-10,67777717177463.72
2014-12-11,45345289127848.73
2014-12-12,48432375984008.8
2014-12-13,63297290228801.23
2014-12-14,76154558152537.44
2014-12-15,57766861106359.59
2014-12-16,57797400479174.06
2014-12-17,71080192931466.22
2014-12-18,48774050987347.805
2014-12-19,52042121638385.03
2014-12-20,66021794813301.7
2014-12-21,78564007288799.5
2014-12-22,72310082614567.34
2014-12-23,79377300565720.97
2014-12-24,82813194324065.83
2014-12-26,65350409103320.51
2014-12-27,57963387595862.53
2014-12-28,57904464316378.664
2014-12-29,62530544892156.96
2014-12-30,79664835030814.75
2014-12-31,83068609543002.7
2015-01-01,7056602460243.206
2015-01-02,9232250039769.041
2015-01-03,12761920224363.666
2015-01-04,13330192477403.334
2015-01-05,9393481487191.363
2015-01-06,8460502357211.343
2015-01-07,8394171948494.38
2015-01-08,7874772989223.299
2015-01-09,8096492739545.015
2015-01-10,12003916827824.502
2015-01-11,12683178525629.713
2015-01-12,8809427387375.236
2015-01-13,7990488211085.295
2015-01-14,7870422583542.432
2015-01-15,7026171586303.517
2015-01-16,7549395251450.697
2015-01-17,11472911945146.043
2015-01-18,12199721296403.572
2015-01-19,8620771670573.315
2015-01-20,7700118613315.711
2015-01-21,7512530284354.846
2015-01-22,6455492273442.838
2015-01-23,7233832242112.6875
2015-01-24,11415093889268.584
2015-01-25,11917422082831.08
2015-01-26,8138433645423.093
2015-01-27,7435181564931.959
2015-01-28,7271908261308.161
2015-01-29,6478092481833.102
2015-01-30,7463907329334.151
2015-01-31,11360560021100.535
2015-02-01,12180439632355.033
2015-02-02,8398915592822.619
2015-02-03,7425735805009.57
2015-02-04,7533726492219.474
2015-02-05,6589102077185.135
2015-02-06,7272122109893.458
2015-02-07,11347736036959.986
2015-02-08,12079948875629.283
2015-02-09,8112624650701.434
2015-02-10,7517041802528.979
2015-02-11,7442188639413.085
2015-02-12,6570254227343.817
2015-02-13,7561154829996.735
2015-02-14,11631724186260.967
2015-02-15,11856720674998.354
2015-02-16,8383963992371.624
2015-02-17,7770403671618.76
2015-02-18,7449528512580.922
2015-02-19,6778617026660.571
2015-02-20,7465716987790.374
2015-02-21,11446588081602.236
2015-02-22,12204904220400.566
2015-02-23,8335349556251.062
2015-02-24,7701418927659.922
2015-02-25,7439779800363.804
2015-02-26,6749633587233.518
2015-02-27,7701297680926.919
2015-02-28,11874813739211.57
2015-03-01,12721106574453.273
2015-03-02,8896441161092.268
2015-03-03,7993218983466.6045
2015-03-04,7900267041478.071
2015-03-05,7306481932878.97
2015-03-06,8154599380309.38
2015-03-07,11966644032274.771
2015-03-08,12678931248629.684
2015-03-09,8682576330906.72
2015-03-10,7985938076474.319
2015-03-11,7757041312667.773
2015-03-12,7010053380180.318
2015-03-13,7715954395876.535
2015-03-14,11654605684271.99
2015-03-15,12181688902294.598
2015-03-16,8270670428921.882
2015-03-17,7496922917986.878
2015-03-18,7313454738354.382
2015-03-19,6509541967670.06
2015-03-20,7227299166824.612
2015-03-21,11259049874693.125
2015-03-22,11780268020864.611
2015-03-23,7979260832532.752
2015-03-24,7268969936992.899
2015-03-25,7085693013235.854
2015-03-26,6380327292521.301
2015-03-27,7084879462870.0625
2015-03-28,11048101369448.78
2015-03-29,12105491039468.09
2015-03-30,8085804031512.624
2015-03-31,7719237788045.136
2015-04-01,7557955054477.55
2015-04-02,7026916161914.022
2015-04-03,7723481496266.567
2015-04-04,11754906617788.305
2015-04-05,12488214114764.984
2015-04-06,8882305991202.455
2015-04-07,8640316849817.226
2015-04-08,8159621127587.401
2015-04-09,7549787254603.508
2015-04-10,8377152264681.889
2015-04-11,12556742361361.043
2015-04-12,13212699508231.041
2015-04-13,9612817892899.73
2015-04-14,8984719300467.518
2015-04-15,8972884906105.791
2015-04-16,8176054027044.27
2015-04-17,8779580250964.631
2015-04-18,12860839508667.137
2015-04-19,13554960122665.744
2015-04-20,9709223763205.23
2015-04-21,9013782620837.36
2015-04-22,8694530117010.457
2015-04-23,7938078011374.863
2015-04-24,8602458771208.263
2015-04-25,12583159364690.58
2015-04-26,13154669736842.68
2015-04-27,9344296663900.486
2015-04-28,8376397680259.473
2015-04-29,8323565605414.805
2015-04-30,7703131031026.74
2015-05-01,8734842588143.943
2015-05-02,12249445971350.771
2015-05-03,12516678548709.586
2015-05-04,9165970679505.006
2015-05-05,8314868375653.292
2015-05-06,8380612996698.64
2015-05-07,6857700829158.699
2015-05-08,7221206088691.435
2015-05-09,11673484193795.094
2015-05-10,10148698731744.213
2015-05-11,8423479010575.751
2015-05-12,7108411509150.383
2015-05-13,6704159464059.564
2015-05-14,6025260780834.011
2015-05-15,7152267681794.657
2015-05-16,11754428161507.576
2015-05-17,13098989685723.729
2015-05-18,7871138980122.199
2015-05-19,6978284182315.256
2015-05-20,7512769026028.147
2015-05-21,6447498000508.409
2015-05-22,7408202534084.389
2015-05-23,11659243654337.65
2015-05-24,12700765424894.557
2015-05-25,7672107608675.509
2015-05-26,6843856072194.286
2015-05-27,6476378329815.072
2015-05-28,6050486507494.128
2015-05-29,7529433199751.834
2015-05-30,13503947883215.73
2015-05-31,15238406012776.266
2015-06-01,63126191240316.28
2015-06-02,64754691804908.36
2015-06-03,78779513297973.39
2015-06-04,48840134313429.85
2015-06-05,52422569699619.72
2015-06-06,71153179361997.7
2015-06-07,84302319742843.86
2015-06-08,58812605980407.8
2015-06-09,57009754837992.445
2015-06-10,70136250473074.5
2015-06-11,42755167062213.586
2015-06-12,50481826688396.51
2015-06-13,68688750963633.586
2015-06-14,79887498850101.25
2015-06-15,58682941690699.68
2015-06-16,61344235278816.5
2015-06-17,74547700717758.94
2015-06-18,47264425596247.59
2015-06-19,54862232202594.86
2015-06-20,80196804402910.08
2015-06-21,66368330592502.63
2015-06-22,60801725094838.16
2015-06-23,60423128461597.72
2015-06-24,72029859116327.05
2015-06-25,44549346267432.49
2015-06-26,49423786188388.35
2015-06-27,68699390582789.46
2015-06-28,80938536919074.64
2015-06-29,55853195335335.2
2015-06-30,59292743879310.76
2015-07-01,88243879120171.02
2015-07-02,55272079023484.66
2015-07-03,61276166435303.086
2015-07-04,78165947935110.19
2015-07-05,77063179109285.67
2015-07-06,57915647170411.125
2015-07-07,55293688038930.34
2015-07-08,76858164177105.25
2015-07-09,51432558767402.336
2015-07-10,53650550902197.99
2015-07-11,65152771051660.92
2015-07-12,74445756547165.52
2015-07-13,55756806711917.45
2015-07-14,55780622669511.6
2015-07-15,71297324299084.28
2015-07-16,47964470822971.45
2015-07-17,53920571047402.336
2015-07-18,68448745595156.305
2015-07-19,74491683024463.88
2015-07-20,58458047641019.0
